id,level,floor,cells1,cells2,cells3,cells4,cells5,
711,58,23,"[-1,-1,-1,-1,1042,-1,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,1001,-1,1013,1009,-1,1029,-1,-1,-1]","[-1,-1,-1,-1,1012,-1,-1,1036,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
712,58,24,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1001,1029,1009,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1013,-1,1009,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,1027,1013,1027,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
713,58,25,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1015,-1,-1,1042,1020,-1,-1,-1]","[-1,-1,-1,1027,1001,-1,-1,1006,1029,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
714,58,26,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1009,1002,-1,1032,1008,-1,-1,-1,-1]","[-1,-1,-1,1001,1027,-1,1001,1032,-1,-1,-1,-1]","[-1,-1,-1,1020,1030,-1,1032,1032,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
715,58,27,"[-1,-1,-1,1017,1001,1029,1011,1017,1032,-1,-1,-1]","[-1,-1,-1,1001,1013,-1,-1,1019,1036,-1,-1,-1]","[-1,-1,-1,1029,1013,-1,-1,1010,1017,-1,-1,-1]","[-1,-1,-1,1008,-1,-1,-1,-1,1029,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
716,58,28,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1001,1010,-1,1019,1029,-1,-1,-1,-1]","[-1,-1,-1,1008,1020,-1,1002,1006,-1,-1,-1,-1]","[-1,-1,-1,1027,1013,-1,1006,1008,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
717,58,29,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1059,-1,1027,1015,-1,1020,-1,-1,-1]","[-1,-1,-1,1001,-1,1018,1042,-1,1012,-1,-1,-1]","[-1,-1,-1,1020,-1,1036,1010,-1,1042,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
718,58,30,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1017,1019,1042,1017,1008,1006,1020,-1,-1,-1]","[-1,-1,1029,-1,1029,-1,1032,-1,1006,-1,-1,-1]","[-1,-1,1019,1008,1029,1015,1017,1020,1030,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
719,58,31,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1006,1042,1059,1029,1027,1006,1032,1001,-1,-1]","[-1,-1,1032,1030,1012,1020,1001,1018,1042,1015,-1,-1]","[-1,-1,1027,-1,1042,1020,1013,1015,-1,1017,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
720,58,32,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1059,1009,1002,1018,1030,1020,1013,-1,-1,-1]","[-1,1008,1032,1042,-1,-1,-1,1032,1059,1009,-1,-1]","[-1,1036,1042,1009,1019,1001,1027,1010,1036,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
721,58,33,"[-1,-1,1017,-1,1042,1032,1027,1029,-1,1001,-1,-1]","[-1,-1,1012,1010,-1,1010,1042,-1,1029,1032,-1,-1]","[-1,1019,-1,1042,-1,1027,1027,-1,1010,-1,1020,-1]","[-1,1009,1012,1010,1017,1019,1002,1017,1019,1020,1010,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
722,58,34,"[-1,1017,1009,1015,1010,1029,1015,1002,1027,1001,-1,-1]","[-1,1019,-1,1042,1011,-1,1027,1010,-1,1027,-1,-1]","[-1,1059,1042,1027,1020,1015,1027,1010,1012,1017,-1,-1]","[-1,1015,-1,1059,1020,-1,1013,1008,-1,1036,-1,-1]","[-1,1030,1013,1020,1001,1013,1030,1008,1011,1029,-1,-1]",
723,59,1,"[-1,-1,-1,-1,1042,1018,1006,1059,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,1013,1015,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,1006,1015,1006,1042,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
724,59,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,1059,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,-1,1059,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
725,59,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1018,1030,-1,-1,1018,1012,-1,-1,-1]","[-1,-1,-1,1036,1042,-1,-1,1015,1018,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
726,59,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1019,-1,-1,-1,1013,-1,-1,-1,-1]","[-1,-1,-1,1015,-1,-1,-1,1019,-1,-1,-1,-1]","[-1,-1,-1,1027,-1,-1,-1,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
727,59,5,"[-1,-1,-1,1009,1001,1002,1027,1002,1020,-1,-1,-1]","[-1,-1,-1,1036,1001,-1,-1,1002,1027,-1,-1,-1]","[-1,-1,-1,1036,1009,1018,1030,1012,1032,-1,-1,-1]","[-1,-1,-1,1020,-1,-1,-1,-1,1018,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
728,59,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1029,1032,1030,-1,1030,1012,1036,-1,-1,-1]","[-1,-1,1001,1012,1019,-1,1029,1018,1027,-1,-1,-1]","[-1,-1,1001,1012,1029,-1,1020,1059,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
729,59,7,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,-1,1001,1018,-1,1029,-1,-1,-1]","[-1,-1,-1,1036,1015,1015,1007,1042,1032,-1,-1,-1]","[-1,-1,-1,1042,-1,1027,1059,-1,1001,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
730,59,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1006,1006,1013,1019,1001,1059,1030,-1,-1,-1]","[-1,-1,1036,-1,1011,-1,1027,-1,1027,-1,-1,-1]","[-1,-1,1029,1013,1001,1029,1059,1059,1013,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
731,59,9,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1007,1027,-1,1001,1030,-1,1012,1001,-1,-1]","[-1,-1,1009,1011,-1,1013,1012,-1,1032,1012,-1,-1]","[-1,-1,1059,-1,-1,1019,1030,-1,-1,1020,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
732,59,10,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1018,1027,1036,1009,1009,1010,1013,-1,-1,-1]","[-1,1017,1007,1011,-1,-1,-1,1009,1032,1007,-1,-1]","[-1,1036,1042,1030,1012,1029,1010,1010,1019,1027,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
733,59,11,"[-1,1017,1059,1030,1002,1019,1012,1018,1018,1042,1059,-1]","[-1,1027,-1,1015,-1,1013,1012,-1,1010,-1,1010,-1]","[-1,1012,-1,1059,-1,1019,1012,-1,1006,-1,1010,-1]","[-1,1010,1042,1006,1027,1002,1008,1013,1001,1013,1020,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
734,59,12,"[-1,1012,1030,1015,1018,1029,1007,1006,1029,1059,-1,-1]","[1036,1001,-1,-1,-1,1042,-1,-1,-1,1015,1007,-1]","[1001,1002,1019,1001,1012,1012,1029,1029,1020,1017,1012,-1]","[1006,1030,-1,-1,-1,1029,-1,-1,-1,1010,1008,-1]","[-1,1030,1059,1013,1032,1008,1059,1027,1027,1001,-1,-1]",
735,59,13,"[-1,-1,-1,-1,-1,1012,1029,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1019,1029,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1010,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1006,1010,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
736,59,14,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1030,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,-1,1001,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
737,59,15,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,-1,1030,-1,-1,-1,-1]","[-1,-1,-1,-1,1006,1012,1001,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,-1,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
738,59,16,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1029,-1,1012,-1,1011,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,1007,-1,1015,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1019,-1,1030,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
739,59,17,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1002,1015,1032,1042,1002,1006,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,1029,1009,1020,1012,1001,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
740,59,18,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1042,1007,1010,1029,1009,1036,1042,-1,-1,-1]","[-1,-1,-1,1015,-1,1009,-1,1030,-1,-1,-1,-1]","[-1,-1,1015,1010,1042,1030,1029,1042,1036,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
741,59,19,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1001,-1,1019,1036,-1,1011,-1,-1,-1]","[-1,-1,-1,1036,1002,1002,1029,1019,1011,-1,-1,-1]","[-1,-1,-1,1015,-1,1030,1012,-1,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
742,59,20,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1015,1009,1007,1019,1013,1017,-1,-1,-1]","[-1,-1,1013,-1,1042,-1,1015,-1,1017,-1,-1,-1]","[-1,-1,1015,1013,1029,1012,1011,1013,1029,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
743,59,21,"[-1,-1,-1,1042,-1,1036,1001,-1,1020,-1,-1,-1]","[-1,-1,1012,1009,-1,1017,1001,-1,1006,1032,-1,-1]","[-1,-1,1012,1032,-1,1036,1019,-1,1042,1002,-1,-1]","[-1,-1,1010,-1,-1,1042,1011,-1,-1,1017,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
744,59,22,"[-1,-1,1020,1002,1042,1019,1029,1009,1010,-1,-1,-1]","[-1,1013,1001,1013,1015,1030,1019,1010,1032,1018,-1,-1]","[-1,1036,1002,1042,-1,-1,-1,1015,1030,1059,-1,-1]","[-1,1006,1010,1032,1015,1013,1007,1020,1013,1020,-1,-1]","[-1,-1,1007,1032,1015,1006,1013,1012,1007,-1,-1,-1]",
745,59,23,"[-1,1007,1042,1009,1019,1002,1059,1017,1032,1059,1013,-1]","[-1,1002,-1,1013,-1,1013,1015,-1,1036,-1,1007,-1]","[-1,1012,-1,1013,-1,1013,1036,-1,1030,-1,1036,-1]","[-1,1011,1011,1008,1018,1029,1007,1032,1015,1008,1018,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
746,59,24,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1001,-1,-1,1042,-1,1008,-1,1017,-1,-1,1002,-1]","[1001,1032,1015,1020,1036,1009,1036,1013,1018,1042,1042,-1]","[1012,-1,-1,1007,-1,1018,-1,1011,-1,-1,1029,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
747,59,25,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1001,1015,1020,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,1042,1029,1013,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
748,59,26,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,-1,1036,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,1002,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1036,-1,1008,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
749,59,27,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1042,-1,-1,1030,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,1012,1059,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,1027,-1,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
750,59,28,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1042,-1,1036,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,1032,-1,1015,-1,1032,-1,-1,-1,-1]","[-1,-1,-1,1009,-1,1036,-1,1027,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
751,59,29,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1007,1018,1010,1020,1017,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1019,1019,1017,1015,1010,1009,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
752,59,30,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,1015,1011,1027,1002,1008,1030,1008,1042,1059,-1,-1]","[-1,1001,-1,1008,-1,1030,-1,1010,-1,1002,-1,-1]","[-1,1036,1010,1008,1015,1013,1007,1029,1017,1007,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
753,59,31,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1042,-1,1036,1008,1017,1017,-1,1018,-1,-1]","[-1,-1,1019,1007,1019,1002,1012,1006,1013,1012,-1,-1]","[-1,-1,-1,1018,-1,1017,1007,-1,1015,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
754,59,32,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1027,1001,1008,-1,1007,1020,1029,-1,-1,-1]","[-1,-1,1059,-1,1036,-1,1032,-1,1012,-1,-1,-1]","[-1,-1,1018,1027,1019,-1,1012,1009,1042,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
755,59,33,"[-1,-1,-1,1010,-1,1020,1015,-1,1042,-1,-1,-1]","[-1,-1,1011,1020,-1,1015,1002,-1,1010,1002,-1,-1]","[-1,-1,1032,1008,-1,1010,1029,-1,1010,1012,-1,-1]","[-1,-1,1015,-1,-1,1019,1029,-1,-1,1029,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
756,59,34,"[-1,-1,1013,1036,1032,1020,1027,1017,1007,-1,-1,-1]","[-1,1007,-1,1017,1007,1032,1006,1015,-1,1006,-1,-1]","[-1,1006,-1,1010,-1,-1,-1,1007,-1,1011,-1,-1]","[-1,1015,-1,1029,1020,1010,1002,1059,-1,1009,-1,-1]","[-1,-1,1011,1029,-1,-1,-1,1008,1020,-1,-1,-1]",
757,59,35,"[-1,1007,1027,1020,1036,1020,1017,1002,1018,1009,1007,-1]","[-1,-1,-1,1001,-1,1015,1015,-1,1013,-1,-1,-1]","[-1,-1,-1,1030,-1,1029,1020,-1,1013,-1,-1,-1]","[-1,1002,1010,1013,1030,1008,1018,1020,1029,1011,1008,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
758,59,36,"[-1,1012,1015,1001,1002,1010,1013,1029,1002,1002,-1,-1]","[-1,-1,-1,1011,-1,1029,-1,1007,-1,-1,-1,-1]","[-1,1020,1042,1020,1020,1002,1029,1013,1015,1007,-1,-1]","[-1,-1,-1,1002,-1,1027,-1,1009,-1,-1,-1,-1]","[-1,1042,1002,1030,1059,1015,1015,1008,1059,1001,-1,-1]",
759,60,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1027,-1,-1,1020,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1010,1017,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
760,60,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1012,-1,1032,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,-1,1009,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
761,60,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,-1,1032,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
762,60,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1029,-1,1006,-1,1019,-1,-1,-1,-1]","[-1,-1,-1,1030,-1,-1,-1,1018,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,1013,-1,1020,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
763,60,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,1012,1017,1001,1020,1032,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1015,1059,1002,1009,1017,1029,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
764,60,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1007,1032,1015,1032,1007,1011,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,-1,1001,-1,-1,-1,-1]","[-1,-1,1019,1015,1015,1013,1010,1017,1032,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
765,60,7,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1030,-1,1015,1032,-1,1030,-1,-1,-1]","[-1,-1,-1,1030,1015,1011,1011,1009,1012,-1,-1,-1]","[-1,-1,-1,1059,-1,1036,1019,-1,1017,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
766,60,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1017,1018,-1,1017,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,-1,1017,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1002,-1,1008,1032,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
767,60,9,"[-1,-1,1009,1010,1015,1019,1008,1008,1015,1030,-1,-1]","[-1,-1,-1,-1,1032,-1,-1,1030,-1,-1,-1,-1]","[-1,-1,1012,1030,1008,1042,1018,1011,1008,1001,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
768,60,10,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,1010,-1,1012,-1,1012,-1,1029,-1,1027,-1,-1]","[-1,1019,-1,1009,-1,1006,1003,1030,-1,1001,-1,-1]","[-1,1012,-1,1008,-1,1007,-1,1002,-1,1010,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
769,60,11,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1059,1019,1036,1017,1059,1012,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,-1,-1,1001,-1,-1,-1]","[-1,-1,-1,1017,1013,1017,1010,1027,1012,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
770,60,12,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1011,1013,1027,1017,1018,-1,-1,-1,-1]","[-1,-1,-1,1017,-1,-1,-1,1059,-1,-1,-1,-1]","[-1,-1,-1,1007,1013,1009,1007,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
771,60,13,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,1011,1007,1008,1017,1018,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1042,1015,1027,1032,1018,1029,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
772,60,14,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1011,1002,1010,1029,1020,1010,-1,-1,-1]","[-1,-1,1002,-1,1015,-1,1018,-1,1012,-1,-1,-1]","[-1,-1,1029,1017,1030,1012,1018,1009,1032,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
773,60,15,"[-1,-1,1059,-1,1042,1020,1032,1036,-1,1001,-1,-1]","[-1,-1,1032,-1,1001,1003,-1,1008,-1,1042,-1,-1]","[-1,-1,1032,-1,1059,-1,-1,1036,-1,1030,-1,-1]","[-1,-1,1042,-1,1002,1018,1029,1027,-1,1032,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
774,60,16,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1020,1006,1019,1006,1001,1006,1059,-1,-1,-1]","[-1,-1,-1,-1,1006,1017,1001,-1,-1,-1,-1,-1]","[-1,-1,1059,1015,1007,1059,1006,1018,1030,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
775,60,17,"[-1,-1,1059,1032,1030,1015,1059,1010,1059,1032,-1,-1]","[-1,-1,1001,-1,-1,-1,-1,-1,-1,1006,-1,-1]","[-1,-1,1006,-1,-1,-1,-1,-1,-1,1017,-1,-1]","[-1,-1,1012,1018,1012,1020,1036,1019,1019,1020,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
776,60,18,"[-1,1015,1013,1018,-1,-1,-1,1018,1032,1015,-1,-1]","[-1,1002,-1,1020,-1,-1,-1,1017,-1,1032,-1,-1]","[-1,1059,1003,1018,-1,-1,-1,1019,-1,1013,-1,-1]","[-1,1032,-1,1010,-1,-1,-1,1002,-1,1012,-1,-1]","[-1,1019,1020,1059,-1,-1,-1,1030,1010,1009,-1,-1]",
777,60,19,"[-1,-1,1020,1018,1006,1020,1029,1029,1027,1001,-1,-1]","[-1,-1,1018,-1,1007,-1,-1,1008,-1,1036,-1,-1]","[-1,-1,1012,-1,1002,-1,-1,1009,-1,1015,-1,-1]","[-1,-1,1013,1017,1006,1012,1059,1042,1059,1042,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
778,60,20,"[-1,-1,-1,-1,-1,1015,-1,-1,-1,-1,-1,-1]","[-1,-1,1059,-1,1010,1007,1030,-1,1012,-1,-1,-1]","[-1,1017,1017,1007,1018,1032,1029,1030,1027,1042,-1,-1]","[-1,-1,1009,-1,1007,1019,1001,-1,1011,-1,-1,-1]","[-1,-1,-1,-1,-1,1042,-1,-1,-1,-1,-1,-1]",
779,60,21,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1027,-1,-1,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1042,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
780,60,22,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1008,1032,-1,1018,1027,-1,-1,-1,-1]","[-1,-1,-1,-1,1006,-1,1017,-1,-1,-1,-1,-1]","[-1,-1,-1,1008,1030,1007,1042,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
